"Year_of_Death","County_of_Residence","Age","Sex","Total_Deaths_sex","Description"
2015,"Merced","45 - 49 years","Male",40,"suburban"
2015,"Merced","50 - 54 years","Female",43,"suburban"
2015,"Merced","50 - 54 years","Male",44,"suburban"
2015,"Merced","55 - 59 years","Female",52,"suburban"
2015,"Merced","70 - 74 years","Male",96,"suburban"
2015,"Merced","20 - 24 years","Male",22,"suburban"
2015,"Merced","20 - 24 years","Female",6,"suburban"
2015,"Merced","25 - 29 years","Female",6,"suburban"
2015,"Merced","25 - 29 years","Male",27,"suburban"
2015,"Merced","45 - 49 years","Female",22,"suburban"
2015,"Merced","Less than 1 year","Female",13,"suburban"
2015,"Merced","1 - 4 years","Female",6,"suburban"
2015,"Merced","15 - 19 years","Male",6,"suburban"
2015,"Merced","Less than 1 year","Male",6,"suburban"
2015,"Merced","85 - 89 years","Female",120,"suburban"
2015,"Merced","85 - 89 years","Male",82,"suburban"
2014,"Merced","95 - 99 years","Male",19,"suburban"
2014,"Merced","90 - 94 years","Male",60,"suburban"
2014,"Merced","85 - 89 years","Male",87,"suburban"
2014,"Merced","75 - 79 years","Male",90,"suburban"
2014,"Merced","70 - 74 years","Male",82,"suburban"
2014,"Merced","65 - 69 years","Male",73,"suburban"
2014,"Merced","55 - 59 years","Male",65,"suburban"
2014,"Merced","50 - 54 years","Male",43,"suburban"
2014,"Merced","45 - 49 years","Male",29,"suburban"
2014,"Merced","35 - 39 years","Male",17,"suburban"
2014,"Merced","30 - 34 years","Male",17,"suburban"
2014,"Merced","30 - 34 years","Female",6,"suburban"
2014,"Merced","25 - 29 years","Male",20,"suburban"
2014,"Merced","15 - 19 years","Male",6,"suburban"
2014,"Merced","10 - 14 years","Male",6,"suburban"
2014,"Merced","1 - 4 years","Male",6,"suburban"
2014,"Merced","Less than 1 year","Male",6,"suburban"
2014,"Merced","Less than 1 year","Female",6,"suburban"
2015,"Merced","90 - 94 years","Male",65,"suburban"
2015,"Merced","60 - 64 years","Female",48,"suburban"
2015,"Merced","95 - 99 years","Male",20,"suburban"
2015,"Merced","60 - 64 years","Male",85,"suburban"
2015,"Merced","65 - 69 years","Female",59,"suburban"
2015,"Merced","65 - 69 years","Male",85,"suburban"
2015,"Merced","70 - 74 years","Female",68,"suburban"
2015,"Merced","30 - 34 years","Female",6,"suburban"
2015,"Merced","30 - 34 years","Male",17,"suburban"
2015,"Merced","55 - 59 years","Male",62,"suburban"
2015,"Merced","35 - 39 years","Female",13,"suburban"
2015,"Merced","35 - 39 years","Male",19,"suburban"
2015,"Merced","40 - 44 years","Female",11,"suburban"
2015,"Merced","5 - 9 years","Female",0,"suburban"
2015,"Merced","5 - 9 years","Male",0,"suburban"
2015,"Merced","10 - 14 years","Female",6,"suburban"
2015,"Merced","10 - 14 years","Male",6,"suburban"
2015,"Merced","1 - 4 years","Male",6,"suburban"
2015,"Merced","15 - 19 years","Female",6,"suburban"
2014,"Merced","20 - 24 years","Male",13,"suburban"
2014,"Merced","40 - 44 years","Male",20,"suburban"
2014,"Merced","10 - 14 years","Female",0,"suburban"
2014,"Merced","15 - 19 years","Female",6,"suburban"
2014,"Merced","25 - 29 years","Female",6,"suburban"
2014,"Merced","20 - 24 years","Female",6,"suburban"
2014,"Merced","35 - 39 years","Female",6,"suburban"
2014,"Merced","5 - 9 years","Male",0,"suburban"
2014,"Merced","45 - 49 years","Female",17,"suburban"
2014,"Merced","50 - 54 years","Female",30,"suburban"
2014,"Merced","40 - 44 years","Female",16,"suburban"
2014,"Merced","80 - 84 years","Male",115,"suburban"
2014,"Merced","65 - 69 years","Female",57,"suburban"
2014,"Merced","60 - 64 years","Male",87,"suburban"
2014,"Merced","70 - 74 years","Female",73,"suburban"
2014,"Merced","60 - 64 years","Female",51,"suburban"
2014,"Merced","75 - 79 years","Female",89,"suburban"
2015,"Merced","90 - 94 years","Female",81,"suburban"
2014,"Merced","85 - 89 years","Female",118,"suburban"
2014,"Merced","80 - 84 years","Female",78,"suburban"
2014,"Merced","90 - 94 years","Female",106,"suburban"
2014,"Merced","95 - 99 years","Female",32,"suburban"
2014,"Merced","100 years and over","Male",6,"suburban"
2014,"Merced","100 years and over","Female",6,"suburban"
2015,"Merced","95 - 99 years","Female",54,"suburban"
2014,"Merced","55 - 59 years","Female",45,"suburban"
2014,"Merced","5 - 9 years","Female",6,"suburban"
2014,"Merced","1 - 4 years","Female",6,"suburban"
2015,"Merced","40 - 44 years","Male",18,"suburban"
2015,"Modoc","Less than 1 year","Female",6,"rural"
2015,"Modoc","Less than 1 year","Male",6,"rural"
2015,"Modoc","100 years and over","Female",0,"rural"
2015,"Modoc","75 - 79 years","Female",6,"rural"
2015,"Modoc","50 - 54 years","Female",6,"rural"
2015,"Modoc","100 years and over","Male",0,"rural"
2015,"Modoc","85 - 89 years","Female",11,"rural"
2015,"Modoc","70 - 74 years","Male",6,"rural"
2015,"Modoc","20 - 24 years","Female",0,"rural"
2015,"Modoc","60 - 64 years","Female",6,"rural"
2015,"Modoc","45 - 49 years","Male",6,"rural"
2015,"Modoc","80 - 84 years","Female",6,"rural"
2015,"Modoc","5 - 9 years","Male",0,"rural"
2015,"Modoc","45 - 49 years","Female",0,"rural"
2014,"Modoc","10 - 14 years","Female",0,"rural"
2014,"Modoc","25 - 29 years","Female",0,"rural"
2014,"Modoc","35 - 39 years","Female",0,"rural"
2014,"Modoc","30 - 34 years","Female",6,"rural"
2014,"Modoc","50 - 54 years","Female",6,"rural"
2014,"Modoc","45 - 49 years","Female",6,"rural"
2014,"Modoc","70 - 74 years","Female",6,"rural"
2014,"Modoc","75 - 79 years","Female",6,"rural"
2014,"Modoc","85 - 89 years","Female",6,"rural"
2015,"Modoc","10 - 14 years","Male",0,"rural"
2014,"Modoc","5 - 9 years","Female",0,"rural"
2014,"Modoc","55 - 59 years","Female",6,"rural"
2015,"Modoc","25 - 29 years","Male",0,"rural"
2014,"Modoc","65 - 69 years","Female",12,"rural"
2014,"Modoc","15 - 19 years","Female",6,"rural"
2014,"Modoc","95 - 99 years","Male",6,"rural"
2014,"Modoc","90 - 94 years","Male",6,"rural"
2014,"Modoc","85 - 89 years","Male",6,"rural"
2014,"Modoc","80 - 84 years","Male",13,"rural"
2014,"Modoc","80 - 84 years","Female",6,"rural"
2014,"Modoc","75 - 79 years","Male",6,"rural"
2014,"Modoc","70 - 74 years","Male",11,"rural"
2014,"Modoc","65 - 69 years","Male",6,"rural"
2014,"Modoc","60 - 64 years","Male",6,"rural"
2014,"Modoc","60 - 64 years","Female",6,"rural"
2014,"Modoc","55 - 59 years","Male",6,"rural"
2014,"Modoc","50 - 54 years","Male",6,"rural"
2014,"Modoc","45 - 49 years","Male",0,"rural"
2014,"Modoc","40 - 44 years","Male",6,"rural"
2014,"Modoc","40 - 44 years","Female",0,"rural"
2014,"Modoc","35 - 39 years","Male",0,"rural"
2014,"Modoc","30 - 34 years","Male",6,"rural"
2014,"Modoc","25 - 29 years","Male",6,"rural"
2014,"Modoc","20 - 24 years","Male",0,"rural"
2014,"Modoc","20 - 24 years","Female",0,"rural"
2014,"Modoc","15 - 19 years","Male",0,"rural"
2014,"Modoc","10 - 14 years","Male",0,"rural"
2014,"Modoc","5 - 9 years","Male",0,"rural"
2014,"Modoc","1 - 4 years","Male",0,"rural"
2014,"Modoc","1 - 4 years","Female",0,"rural"
2014,"Modoc","Less than 1 year","Male",0,"rural"
2014,"Modoc","Less than 1 year","Female",6,"rural"
2015,"Modoc","1 - 4 years","Female",0,"rural"
2015,"Modoc","80 - 84 years","Male",6,"rural"
2015,"Modoc","75 - 79 years","Male",16,"rural"
2015,"Modoc","55 - 59 years","Male",6,"rural"
2015,"Modoc","55 - 59 years","Female",6,"rural"
2015,"Modoc","50 - 54 years","Male",6,"rural"
2015,"Modoc","30 - 34 years","Female",0,"rural"
2015,"Modoc","25 - 29 years","Female",6,"rural"
2015,"Modoc","20 - 24 years","Male",0,"rural"
2015,"Modoc","10 - 14 years","Female",0,"rural"
2014,"Modoc","100 years and over","Male",0,"rural"
2015,"Modoc","1 - 4 years","Male",0,"rural"
2014,"Modoc","100 years and over","Female",0,"rural"
2015,"Modoc","15 - 19 years","Male",0,"rural"
2014,"Modoc","90 - 94 years","Female",6,"rural"
2014,"Modoc","95 - 99 years","Female",6,"rural"
2015,"Modoc","85 - 89 years","Male",6,"rural"
2015,"Modoc","30 - 34 years","Male",0,"rural"
2015,"Modoc","90 - 94 years","Female",6,"rural"
2015,"Modoc","90 - 94 years","Male",6,"rural"
2015,"Modoc","95 - 99 years","Female",0,"rural"
2015,"Modoc","15 - 19 years","Female",6,"rural"
2015,"Modoc","95 - 99 years","Male",6,"rural"
2015,"Modoc","60 - 64 years","Male",6,"rural"
2015,"Modoc","65 - 69 years","Female",0,"rural"
2015,"Modoc","70 - 74 years","Female",6,"rural"
2015,"Modoc","65 - 69 years","Male",6,"rural"
2015,"Modoc","35 - 39 years","Female",0,"rural"
2015,"Modoc","5 - 9 years","Female",0,"rural"
2015,"Modoc","35 - 39 years","Male",0,"rural"
2015,"Modoc","40 - 44 years","Female",6,"rural"
2015,"Modoc","40 - 44 years","Male",0,"rural"
2017,"Modoc","25 - 29 years","Male",0,"rural"
2017,"Modoc","30 - 34 years","Female",0,"rural"
2017,"Modoc","30 - 34 years","Male",0,"rural"
2018,"Modoc","55 - 59 years","Male",6,"rural"
2017,"Modoc","40 - 44 years","Female",6,"rural"
2017,"Modoc","40 - 44 years","Male",6,"rural"
2017,"Modoc","45 - 49 years","Female",6,"rural"
2017,"Modoc","35 - 39 years","Male",6,"rural"
2017,"Modoc","50 - 54 years","Female",6,"rural"
2017,"Modoc","50 - 54 years","Male",6,"rural"
2017,"Modoc","55 - 59 years","Female",6,"rural"
2017,"Modoc","45 - 49 years","Male",0,"rural"
2017,"Modoc","60 - 64 years","Female",6,"rural"
2017,"Modoc","60 - 64 years","Male",6,"rural"
2017,"Modoc","65 - 69 years","Female",6,"rural"
2017,"Modoc","55 - 59 years","Male",6,"rural"
2017,"Modoc","35 - 39 years","Female",0,"rural"
2017,"Modoc","70 - 74 years","Female",6,"rural"
2017,"Modoc","70 - 74 years","Male",6,"rural"
2017,"Modoc","65 - 69 years","Male",6,"rural"
2017,"Modoc","80 - 84 years","Female",6,"rural"
2017,"Modoc","80 - 84 years","Male",6,"rural"
2017,"Modoc","85 - 89 years","Female",6,"rural"
2017,"Modoc","75 - 79 years","Male",6,"rural"
2017,"Modoc","25 - 29 years","Female",0,"rural"
2017,"Modoc","75 - 79 years","Female",6,"rural"
2017,"Modoc","90 - 94 years","Female",6,"rural"
2018,"Modoc","100 years and over","Male",0,"rural"
2017,"Modoc","95 - 99 years","Female",6,"rural"
2017,"Modoc","100 years and over","Female",0,"rural"
2017,"Modoc","100 years and over","Male",6,"rural"
2017,"Modoc","95 - 99 years","Male",0,"rural"
2018,"Modoc","60 - 64 years","Female",6,"rural"
2018,"Modoc","100 years and over","Female",6,"rural"
2017,"Modoc","90 - 94 years","Male",6,"rural"
2016,"Modoc","1 - 4 years","Male",0,"rural"
2017,"Modoc","85 - 89 years","Male",6,"rural"
2018,"Modoc","65 - 69 years","Male",6,"rural"
2018,"Modoc","70 - 74 years","Female",6,"rural"
2018,"Modoc","70 - 74 years","Male",6,"rural"
2018,"Modoc","75 - 79 years","Male",6,"rural"
2018,"Modoc","20 - 24 years","Female",0,"rural"
2018,"Modoc","80 - 84 years","Female",6,"rural"
2018,"Modoc","20 - 24 years","Male",0,"rural"
2018,"Modoc","15 - 19 years","Male",6,"rural"
2018,"Modoc","25 - 29 years","Male",0,"rural"
2016,"Modoc","10 - 14 years","Male",0,"rural"
2016,"Modoc","15 - 19 years","Male",6,"rural"
2016,"Modoc","20 - 24 years","Male",0,"rural"
2016,"Modoc","30 - 34 years","Male",6,"rural"
2016,"Modoc","40 - 44 years","Male",6,"rural"
2016,"Modoc","50 - 54 years","Male",6,"rural"
2018,"Modoc","30 - 34 years","Female",0,"rural"
2016,"Modoc","60 - 64 years","Male",6,"rural"
2016,"Modoc","55 - 59 years","Male",6,"rural"
2018,"Modoc","60 - 64 years","Male",6,"rural"
2018,"Modoc","30 - 34 years","Male",0,"rural"
2018,"Modoc","35 - 39 years","Female",6,"rural"
2018,"Modoc","35 - 39 years","Male",0,"rural"
2018,"Modoc","Less than 1 year","Male",0,"rural"
2016,"Modoc","80 - 84 years","Male",6,"rural"
2018,"Modoc","95 - 99 years","Male",6,"rural"
2018,"Modoc","95 - 99 years","Female",6,"rural"
2016,"Modoc","90 - 94 years","Male",6,"rural"
2016,"Modoc","100 years and over","Male",0,"rural"
2018,"Modoc","85 - 89 years","Female",6,"rural"
2018,"Modoc","75 - 79 years","Female",6,"rural"
2018,"Modoc","65 - 69 years","Female",6,"rural"
2018,"Modoc","55 - 59 years","Female",6,"rural"
2018,"Modoc","40 - 44 years","Male",6,"rural"
2018,"Modoc","40 - 44 years","Female",0,"rural"
2016,"Modoc","70 - 74 years","Male",6,"rural"
2018,"Modoc","25 - 29 years","Female",0,"rural"
2018,"Modoc","15 - 19 years","Female",0,"rural"
2018,"Modoc","5 - 9 years","Female",0,"rural"
2018,"Modoc","Less than 1 year","Female",6,"rural"
2016,"Modoc","100 years and over","Female",6,"rural"
2016,"Modoc","95 - 99 years","Male",6,"rural"
2016,"Modoc","95 - 99 years","Female",6,"rural"
2016,"Modoc","90 - 94 years","Female",6,"rural"
2016,"Modoc","85 - 89 years","Male",6,"rural"
2016,"Modoc","85 - 89 years","Female",6,"rural"
2016,"Modoc","80 - 84 years","Female",6,"rural"
2016,"Modoc","75 - 79 years","Male",6,"rural"
2016,"Modoc","75 - 79 years","Female",6,"rural"
2016,"Modoc","70 - 74 years","Female",13,"rural"
2016,"Modoc","65 - 69 years","Male",6,"rural"
2016,"Modoc","65 - 69 years","Female",6,"rural"
2016,"Modoc","60 - 64 years","Female",6,"rural"
2016,"Modoc","55 - 59 years","Female",6,"rural"
2016,"Modoc","50 - 54 years","Female",6,"rural"
2016,"Modoc","45 - 49 years","Male",6,"rural"
2016,"Modoc","45 - 49 years","Female",6,"rural"
2016,"Modoc","40 - 44 years","Female",6,"rural"
2016,"Modoc","35 - 39 years","Male",6,"rural"
2016,"Modoc","35 - 39 years","Female",0,"rural"
2016,"Modoc","30 - 34 years","Female",0,"rural"
2016,"Modoc","25 - 29 years","Male",0,"rural"
2016,"Modoc","25 - 29 years","Female",0,"rural"
2016,"Modoc","20 - 24 years","Female",0,"rural"
2016,"Modoc","15 - 19 years","Female",0,"rural"
2016,"Modoc","10 - 14 years","Female",0,"rural"
2016,"Modoc","5 - 9 years","Male",0,"rural"
2016,"Modoc","5 - 9 years","Female",0,"rural"
2016,"Modoc","1 - 4 years","Female",0,"rural"
2016,"Modoc","Less than 1 year","Male",6,"rural"
2016,"Modoc","Less than 1 year","Female",0,"rural"
2017,"Modoc","Less than 1 year","Male",0,"rural"
2017,"Modoc","Less than 1 year","Female",6,"rural"
2017,"Modoc","1 - 4 years","Female",0,"rural"
2017,"Modoc","1 - 4 years","Male",0,"rural"
2017,"Modoc","5 - 9 years","Male",0,"rural"
2017,"Modoc","5 - 9 years","Female",0,"rural"
2017,"Modoc","10 - 14 years","Female",0,"rural"
2017,"Modoc","15 - 19 years","Male",0,"rural"
2017,"Modoc","15 - 19 years","Female",0,"rural"
2017,"Modoc","20 - 24 years","Female",0,"rural"
2017,"Modoc","20 - 24 years","Male",0,"rural"
2017,"Modoc","10 - 14 years","Male",6,"rural"
2018,"Modoc","85 - 89 years","Male",6,"rural"
2018,"Modoc","90 - 94 years","Female",6,"rural"
2018,"Modoc","90 - 94 years","Male",6,"rural"
2018,"Modoc","45 - 49 years","Female",6,"rural"
2018,"Modoc","45 - 49 years","Male",0,"rural"
2018,"Modoc","50 - 54 years","Female",6,"rural"
2018,"Modoc","50 - 54 years","Male",6,"rural"
2018,"Modoc","5 - 9 years","Male",0,"rural"
2018,"Modoc","10 - 14 years","Female",0,"rural"
2018,"Modoc","1 - 4 years","Male",0,"rural"
2018,"Modoc","80 - 84 years","Male",6,"rural"
2018,"Modoc","10 - 14 years","Male",6,"rural"
2018,"Modoc","1 - 4 years","Female",0,"rural"
2020,"Modoc","100 years and over","Male",6,"rural"
2020,"Modoc","100 years and over","Female",0,"rural"
2020,"Modoc","95 - 99 years","Male",6,"rural"
2020,"Modoc","55 - 59 years","Female",6,"rural"
2020,"Modoc","50 - 54 years","Female",6,"rural"
2020,"Modoc","Less than 1 year","Female",0,"rural"
2019,"Modoc","20 - 24 years","Female",0,"rural"
2019,"Modoc","10 - 14 years","Female",0,"rural"
2019,"Modoc","30 - 34 years","Female",0,"rural"
2019,"Modoc","40 - 44 years","Female",6,"rural"
2019,"Modoc","50 - 54 years","Female",6,"rural"
2019,"Modoc","60 - 64 years","Female",6,"rural"
2019,"Modoc","65 - 69 years","Female",6,"rural"
2019,"Modoc","70 - 74 years","Female",6,"rural"
2020,"Modoc","35 - 39 years","Male",6,"rural"
2020,"Modoc","15 - 19 years","Female",0,"rural"
2020,"Modoc","90 - 94 years","Female",6,"rural"
2019,"Modoc","95 - 99 years","Male",0,"rural"
2019,"Modoc","95 - 99 years","Female",6,"rural"
2019,"Modoc","90 - 94 years","Male",6,"rural"
2019,"Modoc","85 - 89 years","Male",6,"rural"
2019,"Modoc","85 - 89 years","Female",6,"rural"
2019,"Modoc","80 - 84 years","Male",16,"rural"
2019,"Modoc","75 - 79 years","Male",6,"rural"
2019,"Modoc","75 - 79 years","Female",6,"rural"
2019,"Modoc","70 - 74 years","Male",16,"rural"
2019,"Modoc","65 - 69 years","Male",6,"rural"
2019,"Modoc","60 - 64 years","Male",6,"rural"
2019,"Modoc","55 - 59 years","Male",6,"rural"
2019,"Modoc","55 - 59 years","Female",6,"rural"
2019,"Modoc","50 - 54 years","Male",6,"rural"
2019,"Modoc","45 - 49 years","Male",6,"rural"
2019,"Modoc","45 - 49 years","Female",6,"rural"
2019,"Modoc","40 - 44 years","Male",0,"rural"
2019,"Modoc","35 - 39 years","Male",6,"rural"
2019,"Modoc","35 - 39 years","Female",0,"rural"
2019,"Modoc","30 - 34 years","Male",6,"rural"
2019,"Modoc","25 - 29 years","Male",0,"rural"
2019,"Modoc","25 - 29 years","Female",0,"rural"
2019,"Modoc","20 - 24 years","Male",0,"rural"
2019,"Modoc","15 - 19 years","Male",0,"rural"
2019,"Modoc","15 - 19 years","Female",0,"rural"
2019,"Modoc","10 - 14 years","Male",0,"rural"
2019,"Modoc","5 - 9 years","Male",0,"rural"
2019,"Modoc","5 - 9 years","Female",0,"rural"
2019,"Modoc","1 - 4 years","Male",6,"rural"
2019,"Modoc","1 - 4 years","Female",0,"rural"
2019,"Modoc","Less than 1 year","Male",0,"rural"
2019,"Modoc","Less than 1 year","Female",0,"rural"
2020,"Modoc","80 - 84 years","Female",6,"rural"
2019,"Modoc","90 - 94 years","Female",6,"rural"
2020,"Modoc","1 - 4 years","Female",0,"rural"
2020,"Modoc","Less than 1 year","Male",0,"rural"
2020,"Modoc","5 - 9 years","Female",0,"rural"
2020,"Modoc","1 - 4 years","Male",0,"rural"
2020,"Modoc","5 - 9 years","Male",0,"rural"
2020,"Modoc","20 - 24 years","Female",0,"rural"
2020,"Modoc","15 - 19 years","Male",0,"rural"
2020,"Modoc","25 - 29 years","Female",0,"rural"
2020,"Modoc","20 - 24 years","Male",0,"rural"
2020,"Modoc","30 - 34 years","Female",6,"rural"
2020,"Modoc","25 - 29 years","Male",0,"rural"
2020,"Modoc","30 - 34 years","Male",6,"rural"
2020,"Modoc","35 - 39 years","Female",0,"rural"
2020,"Modoc","10 - 14 years","Male",0,"rural"
2020,"Modoc","10 - 14 years","Female",0,"rural"
2020,"Modoc","45 - 49 years","Female",0,"rural"
2020,"Modoc","40 - 44 years","Male",6,"rural"
2020,"Modoc","50 - 54 years","Male",6,"rural"
2020,"Modoc","60 - 64 years","Female",6,"rural"
2020,"Modoc","55 - 59 years","Male",6,"rural"
2020,"Modoc","45 - 49 years","Male",6,"rural"
2020,"Modoc","60 - 64 years","Male",6,"rural"
2020,"Modoc","70 - 74 years","Female",6,"rural"
2020,"Modoc","65 - 69 years","Male",6,"rural"
2020,"Modoc","75 - 79 years","Female",6,"rural"
2020,"Modoc","40 - 44 years","Female",0,"rural"
2020,"Modoc","70 - 74 years","Male",6,"rural"
2020,"Modoc","65 - 69 years","Female",6,"rural"
2020,"Modoc","75 - 79 years","Male",6,"rural"
2020,"Modoc","85 - 89 years","Male",6,"rural"
2020,"Modoc","95 - 99 years","Female",6,"rural"
2020,"Modoc","90 - 94 years","Male",6,"rural"
2020,"Modoc","85 - 89 years","Female",6,"rural"
2019,"Modoc","100 years and over","Male",0,"rural"
2019,"Modoc","100 years and over","Female",6,"rural"
2020,"Modoc","80 - 84 years","Male",6,"rural"
2019,"Modoc","80 - 84 years","Female",6,"rural"
2021,"Modoc","100 years and over","Male",0,"rural"
2021,"Modoc","100 years and over","Female",6,"rural"
2021,"Modoc","95 - 99 years","Male",0,"rural"
2021,"Modoc","95 - 99 years","Female",6,"rural"
2021,"Modoc","90 - 94 years","Male",6,"rural"
2021,"Modoc","90 - 94 years","Female",6,"rural"
2021,"Modoc","85 - 89 years","Male",6,"rural"
2021,"Modoc","85 - 89 years","Female",6,"rural"
2021,"Modoc","80 - 84 years","Male",6,"rural"
2021,"Modoc","80 - 84 years","Female",6,"rural"
2021,"Modoc","75 - 79 years","Male",6,"rural"
2021,"Modoc","75 - 79 years","Female",6,"rural"
2021,"Modoc","70 - 74 years","Male",6,"rural"
2021,"Modoc","70 - 74 years","Female",6,"rural"
2021,"Modoc","65 - 69 years","Male",6,"rural"
2021,"Modoc","65 - 69 years","Female",6,"rural"
2021,"Modoc","60 - 64 years","Male",6,"rural"
2021,"Modoc","60 - 64 years","Female",6,"rural"
2021,"Modoc","55 - 59 years","Male",6,"rural"
2021,"Modoc","55 - 59 years","Female",0,"rural"
2021,"Modoc","50 - 54 years","Male",6,"rural"
2021,"Modoc","50 - 54 years","Female",0,"rural"
2021,"Modoc","45 - 49 years","Male",0,"rural"
2021,"Modoc","45 - 49 years","Female",0,"rural"
2021,"Modoc","40 - 44 years","Male",6,"rural"
2021,"Modoc","40 - 44 years","Female",6,"rural"
2021,"Modoc","35 - 39 years","Male",0,"rural"
2021,"Modoc","35 - 39 years","Female",6,"rural"
2021,"Modoc","30 - 34 years","Male",0,"rural"
2021,"Modoc","30 - 34 years","Female",6,"rural"
2021,"Modoc","25 - 29 years","Male",0,"rural"
2021,"Modoc","25 - 29 years","Female",0,"rural"
2021,"Modoc","20 - 24 years","Male",0,"rural"
2021,"Modoc","20 - 24 years","Female",0,"rural"
2021,"Modoc","15 - 19 years","Male",0,"rural"
2021,"Modoc","15 - 19 years","Female",0,"rural"
2021,"Modoc","10 - 14 years","Male",0,"rural"
2021,"Modoc","10 - 14 years","Female",0,"rural"
2021,"Modoc","5 - 9 years","Male",0,"rural"
2021,"Modoc","5 - 9 years","Female",0,"rural"
2021,"Modoc","1 - 4 years","Male",0,"rural"
2021,"Modoc","1 - 4 years","Female",0,"rural"
2021,"Modoc","Less than 1 year","Male",0,"rural"
2021,"Modoc","Less than 1 year","Female",0,"rural"
2019,"Mono","100 years and over","Female",6,"rural"
2020,"Mono","1 - 4 years","Female",0,"rural"
2020,"Mono","5 - 9 years","Female",0,"rural"
2020,"Mono","1 - 4 years","Male",0,"rural"
2020,"Mono","5 - 9 years","Male",0,"rural"
2020,"Mono","15 - 19 years","Female",0,"rural"
2020,"Mono","15 - 19 years","Male",0,"rural"
2020,"Mono","20 - 24 years","Female",0,"rural"
2020,"Mono","20 - 24 years","Male",0,"rural"
2020,"Mono","10 - 14 years","Female",0,"rural"
2020,"Mono","30 - 34 years","Female",6,"rural"
2020,"Mono","25 - 29 years","Male",0,"rural"
2020,"Mono","30 - 34 years","Male",6,"rural"
2020,"Mono","35 - 39 years","Male",0,"rural"
2020,"Mono","35 - 39 years","Female",0,"rural"
2020,"Mono","25 - 29 years","Female",6,"rural"
2020,"Mono","Less than 1 year","Male",0,"rural"
2020,"Mono","65 - 69 years","Female",6,"rural"
2020,"Mono","50 - 54 years","Female",0,"rural"
2020,"Mono","Less than 1 year","Female",0,"rural"
2019,"Mono","90 - 94 years","Female",0,"rural"
2019,"Mono","100 years and over","Male",0,"rural"
2019,"Mono","95 - 99 years","Male",0,"rural"
2019,"Mono","95 - 99 years","Female",0,"rural"
2019,"Mono","90 - 94 years","Male",6,"rural"
2019,"Mono","85 - 89 years","Male",0,"rural"
2019,"Mono","85 - 89 years","Female",6,"rural"
2019,"Mono","80 - 84 years","Male",6,"rural"
2019,"Mono","75 - 79 years","Male",6,"rural"
2019,"Mono","70 - 74 years","Male",6,"rural"
2019,"Mono","65 - 69 years","Male",6,"rural"
2019,"Mono","65 - 69 years","Female",6,"rural"
2019,"Mono","60 - 64 years","Male",6,"rural"
2019,"Mono","55 - 59 years","Male",6,"rural"
2019,"Mono","55 - 59 years","Female",6,"rural"
2019,"Mono","50 - 54 years","Male",0,"rural"
2019,"Mono","45 - 49 years","Male",6,"rural"
2019,"Mono","45 - 49 years","Female",0,"rural"
2019,"Mono","40 - 44 years","Male",0,"rural"
2019,"Mono","35 - 39 years","Male",0,"rural"
2019,"Mono","35 - 39 years","Female",0,"rural"
2019,"Mono","30 - 34 years","Male",6,"rural"
2019,"Mono","25 - 29 years","Male",6,"rural"
2019,"Mono","25 - 29 years","Female",6,"rural"
2019,"Mono","20 - 24 years","Male",6,"rural"
2019,"Mono","15 - 19 years","Male",0,"rural"
2019,"Mono","15 - 19 years","Female",0,"rural"
2019,"Mono","10 - 14 years","Male",0,"rural"
2019,"Mono","5 - 9 years","Male",0,"rural"
2019,"Mono","5 - 9 years","Female",0,"rural"
2019,"Mono","1 - 4 years","Male",0,"rural"
2019,"Mono","Less than 1 year","Male",0,"rural"
2019,"Mono","Less than 1 year","Female",0,"rural"
2020,"Mono","45 - 49 years","Male",0,"rural"
2019,"Mono","50 - 54 years","Female",6,"rural"
2020,"Mono","45 - 49 years","Female",0,"rural"
2020,"Mono","55 - 59 years","Female",6,"rural"
2020,"Mono","50 - 54 years","Male",6,"rural"
2020,"Mono","55 - 59 years","Male",0,"rural"
2020,"Mono","60 - 64 years","Female",6,"rural"
2020,"Mono","60 - 64 years","Male",6,"rural"
2020,"Mono","65 - 69 years","Male",6,"rural"
2020,"Mono","75 - 79 years","Female",0,"rural"
2020,"Mono","70 - 74 years","Male",0,"rural"
2020,"Mono","75 - 79 years","Male",6,"rural"
2020,"Mono","80 - 84 years","Female",6,"rural"
2020,"Mono","85 - 89 years","Female",0,"rural"
2020,"Mono","80 - 84 years","Male",6,"rural"
2020,"Mono","70 - 74 years","Female",6,"rural"
2020,"Mono","85 - 89 years","Male",6,"rural"
2020,"Mono","95 - 99 years","Female",6,"rural"
2020,"Mono","90 - 94 years","Male",6,"rural"
2020,"Mono","95 - 99 years","Male",6,"rural"
2020,"Mono","90 - 94 years","Female",0,"rural"
2020,"Mono","40 - 44 years","Male",0,"rural"
2020,"Mono","100 years and over","Female",0,"rural"
2020,"Mono","100 years and over","Male",0,"rural"
2020,"Mono","40 - 44 years","Female",0,"rural"
2021,"Mono","100 years and over","Male",0,"rural"
2021,"Mono","100 years and over","Female",0,"rural"
2021,"Mono","95 - 99 years","Male",0,"rural"
2021,"Mono","95 - 99 years","Female",0,"rural"
2021,"Mono","90 - 94 years","Male",6,"rural"
2021,"Mono","90 - 94 years","Female",0,"rural"
2021,"Mono","85 - 89 years","Male",0,"rural"
2021,"Mono","85 - 89 years","Female",6,"rural"
2021,"Mono","80 - 84 years","Male",0,"rural"
2021,"Mono","80 - 84 years","Female",0,"rural"
