"Year_of_Death","County_of_Residence","Age","Sex","Total_Deaths_sex","Description"
2021,"Alpine","100 years and over","Male",0,"rural"
2019,"Alpine","50 - 54 years","Male",0,"rural"
2018,"Alpine","5 - 9 years","Male",0,"rural"
2021,"Alpine","50 - 54 years","Male",0,"rural"
2018,"Alpine","55 - 59 years","Male",6,"rural"
2018,"Alpine","5 - 9 years","Female",0,"rural"
2018,"Alpine","1 - 4 years","Male",0,"rural"
2020,"Alpine","20 - 24 years","Male",6,"rural"
2020,"Alpine","1 - 4 years","Female",0,"rural"
2019,"Alpine","35 - 39 years","Female",0,"rural"
2021,"Alpine","30 - 34 years","Male",6,"rural"
2021,"Alpine","55 - 59 years","Male",0,"rural"
2018,"Alpine","95 - 99 years","Male",0,"rural"
2021,"Alpine","35 - 39 years","Male",0,"rural"
2019,"Alpine","20 - 24 years","Female",0,"rural"
2020,"Alpine","Less than 1 year","Male",0,"rural"
2019,"Alpine","95 - 99 years","Female",0,"rural"
2021,"Alpine","70 - 74 years","Female",6,"rural"
2018,"Alpine","15 - 19 years","Male",0,"rural"
2021,"Alpine","1 - 4 years","Female",0,"rural"
2016,"Alpine","75 - 79 years","Male",6,"rural"
2017,"Alpine","100 years and over","Female",6,"rural"
2017,"Alpine","15 - 19 years","Male",6,"rural"
2016,"Alpine","55 - 59 years","Female",6,"rural"
2017,"Alpine","95 - 99 years","Female",6,"rural"
2017,"Alpine","65 - 69 years","Female",0,"rural"
2016,"Alpine","15 - 19 years","Female",0,"rural"
2017,"Alpine","60 - 64 years","Female",6,"rural"
2015,"Alpine","100 years and over","Female",0,"rural"
2017,"Alpine","5 - 9 years","Female",0,"rural"
2016,"Alpine","5 - 9 years","Female",0,"rural"
2015,"Alpine","25 - 29 years","Female",0,"rural"
2017,"Alpine","50 - 54 years","Female",0,"rural"
2015,"Alpine","15 - 19 years","Female",0,"rural"
2015,"Alpine","45 - 49 years","Female",0,"rural"
2016,"Alpine","80 - 84 years","Male",6,"rural"
2017,"Alpine","40 - 44 years","Female",0,"rural"
2015,"Alpine","Less than 1 year","Male",0,"rural"
2016,"Alpine","50 - 54 years","Female",0,"rural"
2015,"Alpine","10 - 14 years","Female",0,"rural"
2015,"Alpine","35 - 39 years","Female",0,"rural"
2016,"Alpine","65 - 69 years","Female",6,"rural"
2015,"Alpine","70 - 74 years","Male",0,"rural"
2015,"Alpine","75 - 79 years","Female",0,"rural"
2015,"Alpine","100 years and over","Male",0,"rural"
2016,"Alpine","20 - 24 years","Female",0,"rural"
2015,"Alpine","55 - 59 years","Male",0,"rural"
2016,"Alpine","Less than 1 year","Male",0,"rural"
2016,"Alpine","75 - 79 years","Female",6,"rural"
2015,"Alpine","95 - 99 years","Male",0,"rural"
2017,"Alpine","20 - 24 years","Female",6,"rural"
2015,"Alpine","75 - 79 years","Male",0,"rural"
2015,"Alpine","65 - 69 years","Female",6,"rural"
2015,"Alpine","20 - 24 years","Female",0,"rural"
2017,"Alpine","95 - 99 years","Male",0,"rural"
2015,"Alpine","25 - 29 years","Male",0,"rural"
2015,"Alpine","1 - 4 years","Female",6,"rural"
2016,"Alpine","95 - 99 years","Male",0,"rural"
2016,"Alpine","15 - 19 years","Male",0,"rural"
2015,"Alpine","90 - 94 years","Male",0,"rural"
2017,"Alpine","85 - 89 years","Male",6,"rural"
2016,"Alpine","60 - 64 years","Male",6,"rural"
2017,"Alpine","1 - 4 years","Female",0,"rural"
2017,"Alpine","25 - 29 years","Female",0,"rural"
2017,"Alpine","Less than 1 year","Female",0,"rural"
2017,"Alpine","80 - 84 years","Male",6,"rural"
2016,"Alpine","85 - 89 years","Male",6,"rural"
2015,"Alpine","1 - 4 years","Male",0,"rural"
2016,"Alpine","95 - 99 years","Female",0,"rural"
2015,"Alpine","55 - 59 years","Female",6,"rural"
2016,"Alpine","35 - 39 years","Female",0,"rural"
2017,"Alpine","15 - 19 years","Female",0,"rural"
2017,"Alpine","55 - 59 years","Male",6,"rural"
2015,"Alpine","60 - 64 years","Female",6,"rural"
2015,"Alpine","65 - 69 years","Male",6,"rural"
2017,"Alpine","50 - 54 years","Male",6,"rural"
2017,"Alpine","5 - 9 years","Male",0,"rural"
2016,"Alpine","40 - 44 years","Female",0,"rural"
2017,"Alpine","30 - 34 years","Male",6,"rural"
2016,"Alpine","45 - 49 years","Male",0,"rural"
2016,"Alpine","35 - 39 years","Male",0,"rural"
2017,"Alpine","100 years and over","Male",0,"rural"
2017,"Alpine","1 - 4 years","Male",0,"rural"
2016,"Alpine","90 - 94 years","Female",0,"rural"
2016,"Alpine","25 - 29 years","Male",0,"rural"
2017,"Alpine","80 - 84 years","Female",6,"rural"
2017,"Alpine","40 - 44 years","Male",0,"rural"
2017,"Alpine","55 - 59 years","Female",6,"rural"
2017,"Alpine","85 - 89 years","Female",6,"rural"
2015,"Alpine","45 - 49 years","Male",6,"rural"
2016,"Alpine","90 - 94 years","Male",6,"rural"
2017,"Alpine","90 - 94 years","Male",6,"rural"
2016,"Alpine","100 years and over","Male",0,"rural"
2017,"Alpine","45 - 49 years","Male",6,"rural"
2017,"Alpine","75 - 79 years","Male",0,"rural"
2017,"Alpine","70 - 74 years","Male",0,"rural"
2016,"Alpine","25 - 29 years","Female",0,"rural"
2016,"Alpine","65 - 69 years","Male",6,"rural"
2015,"Alpine","30 - 34 years","Female",0,"rural"
2015,"Alpine","85 - 89 years","Male",6,"rural"
2015,"Alpine","20 - 24 years","Male",6,"rural"
2017,"Alpine","35 - 39 years","Male",0,"rural"
2016,"Alpine","55 - 59 years","Male",6,"rural"
2016,"Alpine","45 - 49 years","Female",6,"rural"
2017,"Alpine","35 - 39 years","Female",6,"rural"
2015,"Alpine","80 - 84 years","Male",6,"rural"
2015,"Alpine","40 - 44 years","Female",0,"rural"
2015,"Alpine","5 - 9 years","Female",0,"rural"
2015,"Alpine","85 - 89 years","Female",6,"rural"
2017,"Alpine","65 - 69 years","Male",6,"rural"
2015,"Alpine","70 - 74 years","Female",0,"rural"
2017,"Alpine","10 - 14 years","Male",0,"rural"
2015,"Alpine","15 - 19 years","Male",0,"rural"
2017,"Alpine","Less than 1 year","Male",6,"rural"
2016,"Alpine","10 - 14 years","Male",0,"rural"
2016,"Alpine","80 - 84 years","Female",6,"rural"
2017,"Alpine","70 - 74 years","Female",6,"rural"
2016,"Alpine","40 - 44 years","Male",0,"rural"
2017,"Alpine","10 - 14 years","Female",0,"rural"
2016,"Alpine","1 - 4 years","Male",0,"rural"
2015,"Alpine","40 - 44 years","Male",6,"rural"
2016,"Alpine","10 - 14 years","Female",0,"rural"
2015,"Alpine","10 - 14 years","Male",0,"rural"
2017,"Alpine","45 - 49 years","Female",0,"rural"
2017,"Alpine","75 - 79 years","Female",6,"rural"
2015,"Alpine","5 - 9 years","Male",0,"rural"
2015,"Alpine","60 - 64 years","Male",0,"rural"
2016,"Alpine","Less than 1 year","Female",0,"rural"
2015,"Alpine","35 - 39 years","Male",0,"rural"
2016,"Alpine","1 - 4 years","Female",0,"rural"
2016,"Alpine","60 - 64 years","Female",0,"rural"
2016,"Alpine","70 - 74 years","Female",0,"rural"
2017,"Alpine","90 - 94 years","Female",6,"rural"
2015,"Alpine","90 - 94 years","Female",0,"rural"
2015,"Alpine","80 - 84 years","Female",0,"rural"
2016,"Alpine","20 - 24 years","Male",0,"rural"
2017,"Alpine","25 - 29 years","Male",0,"rural"
2015,"Alpine","Less than 1 year","Female",0,"rural"
2017,"Alpine","60 - 64 years","Male",6,"rural"
2015,"Alpine","50 - 54 years","Female",6,"rural"
2015,"Alpine","95 - 99 years","Female",0,"rural"
2016,"Alpine","5 - 9 years","Male",0,"rural"
2015,"Alpine","50 - 54 years","Male",6,"rural"
2016,"Alpine","70 - 74 years","Male",6,"rural"
2016,"Alpine","30 - 34 years","Male",6,"rural"
2015,"Alpine","30 - 34 years","Male",0,"rural"
2017,"Alpine","20 - 24 years","Male",0,"rural"
2016,"Alpine","85 - 89 years","Female",0,"rural"
2016,"Alpine","50 - 54 years","Male",6,"rural"
2016,"Alpine","30 - 34 years","Female",0,"rural"
2016,"Alpine","100 years and over","Female",0,"rural"
2017,"Alpine","30 - 34 years","Female",6,"rural"
2014,"Alpine","60 - 64 years","Female",6,"rural"
2014,"Alpine","35 - 39 years","Male",0,"rural"
2014,"Alpine","45 - 49 years","Male",0,"rural"
2014,"Alpine","30 - 34 years","Female",0,"rural"
2014,"Alpine","10 - 14 years","Male",0,"rural"
2014,"Alpine","100 years and over","Male",0,"rural"
2014,"Alpine","75 - 79 years","Male",6,"rural"
2014,"Alpine","95 - 99 years","Female",0,"rural"
2014,"Alpine","5 - 9 years","Female",0,"rural"
2014,"Alpine","50 - 54 years","Male",0,"rural"
2014,"Alpine","55 - 59 years","Male",6,"rural"
2014,"Alpine","35 - 39 years","Female",0,"rural"
2014,"Alpine","90 - 94 years","Male",0,"rural"
2014,"Alpine","50 - 54 years","Female",6,"rural"
2014,"Alpine","80 - 84 years","Female",0,"rural"
2014,"Alpine","80 - 84 years","Male",6,"rural"
2014,"Alpine","60 - 64 years","Male",6,"rural"
2014,"Alpine","45 - 49 years","Female",6,"rural"
2014,"Alpine","15 - 19 years","Male",0,"rural"
2014,"Alpine","85 - 89 years","Male",6,"rural"
2014,"Alpine","15 - 19 years","Female",0,"rural"
2014,"Alpine","1 - 4 years","Female",0,"rural"
2014,"Alpine","55 - 59 years","Female",0,"rural"
2014,"Alpine","100 years and over","Female",0,"rural"
2014,"Alpine","Less than 1 year","Male",0,"rural"
2014,"Alpine","25 - 29 years","Male",0,"rural"
2014,"Alpine","10 - 14 years","Female",0,"rural"
2014,"Alpine","1 - 4 years","Male",0,"rural"
2014,"Alpine","30 - 34 years","Male",6,"rural"
2014,"Alpine","40 - 44 years","Female",0,"rural"
2014,"Alpine","95 - 99 years","Male",0,"rural"
2014,"Alpine","5 - 9 years","Male",0,"rural"
2014,"Alpine","65 - 69 years","Female",6,"rural"
2014,"Alpine","75 - 79 years","Female",0,"rural"
2014,"Alpine","20 - 24 years","Male",0,"rural"
2014,"Alpine","25 - 29 years","Female",0,"rural"
2014,"Alpine","90 - 94 years","Female",6,"rural"
2014,"Alpine","65 - 69 years","Male",6,"rural"
2014,"Alpine","70 - 74 years","Male",0,"rural"
2014,"Alpine","20 - 24 years","Female",0,"rural"
2014,"Alpine","Less than 1 year","Female",0,"rural"
2014,"Alpine","40 - 44 years","Male",6,"rural"
2014,"Alpine","70 - 74 years","Female",0,"rural"
2014,"Alpine","85 - 89 years","Female",6,"rural"
2014,"Amador","Less than 1 year","Female",0,"rural"
2014,"Amador","15 - 19 years","Female",0,"rural"
2014,"Amador","30 - 34 years","Female",6,"rural"
2014,"Amador","35 - 39 years","Female",0,"rural"
2014,"Amador","55 - 59 years","Male",19,"rural"
2014,"Amador","85 - 89 years","Female",37,"rural"
2014,"Amador","80 - 84 years","Female",23,"rural"
2014,"Amador","25 - 29 years","Female",6,"rural"
2014,"Amador","20 - 24 years","Male",6,"rural"
2014,"Amador","Less than 1 year","Male",6,"rural"
2014,"Amador","100 years and over","Female",6,"rural"
2014,"Amador","1 - 4 years","Male",0,"rural"
2014,"Amador","15 - 19 years","Male",0,"rural"
2014,"Amador","80 - 84 years","Male",26,"rural"
2014,"Amador","5 - 9 years","Female",0,"rural"
2014,"Amador","1 - 4 years","Female",0,"rural"
2014,"Amador","65 - 69 years","Male",28,"rural"
2014,"Amador","85 - 89 years","Male",42,"rural"
2014,"Amador","5 - 9 years","Male",0,"rural"
2014,"Amador","50 - 54 years","Male",6,"rural"
2014,"Amador","60 - 64 years","Female",13,"rural"
2014,"Amador","75 - 79 years","Male",29,"rural"
2014,"Amador","90 - 94 years","Female",37,"rural"
2014,"Amador","60 - 64 years","Male",15,"rural"
2014,"Amador","70 - 74 years","Female",13,"rural"
2014,"Amador","40 - 44 years","Female",6,"rural"
2014,"Amador","25 - 29 years","Male",6,"rural"
2014,"Amador","100 years and over","Male",6,"rural"
2014,"Amador","70 - 74 years","Male",29,"rural"
2014,"Amador","90 - 94 years","Male",26,"rural"
2014,"Amador","50 - 54 years","Female",6,"rural"
2014,"Amador","45 - 49 years","Female",6,"rural"
2014,"Amador","65 - 69 years","Female",6,"rural"
2014,"Amador","40 - 44 years","Male",6,"rural"
2014,"Amador","10 - 14 years","Male",0,"rural"
2014,"Amador","20 - 24 years","Female",0,"rural"
2014,"Amador","30 - 34 years","Male",6,"rural"
2014,"Amador","95 - 99 years","Male",13,"rural"
2014,"Amador","95 - 99 years","Female",18,"rural"
2014,"Amador","45 - 49 years","Male",6,"rural"
2014,"Amador","10 - 14 years","Female",0,"rural"
2014,"Amador","75 - 79 years","Female",16,"rural"
2014,"Amador","55 - 59 years","Female",6,"rural"
2014,"Amador","35 - 39 years","Male",6,"rural"
2016,"Amador","70 - 74 years","Female",26,"rural"
2016,"Amador","45 - 49 years","Female",6,"rural"
2017,"Amador","60 - 64 years","Male",24,"rural"
2016,"Amador","30 - 34 years","Male",6,"rural"
2016,"Amador","65 - 69 years","Female",17,"rural"
2016,"Amador","Less than 1 year","Male",6,"rural"
2015,"Amador","35 - 39 years","Female",0,"rural"
2015,"Amador","70 - 74 years","Male",23,"rural"
2015,"Amador","10 - 14 years","Female",0,"rural"
2015,"Amador","15 - 19 years","Male",6,"rural"
2017,"Amador","35 - 39 years","Male",6,"rural"
2017,"Amador","45 - 49 years","Female",6,"rural"
2015,"Amador","30 - 34 years","Female",0,"rural"
2017,"Amador","Less than 1 year","Male",6,"rural"
2016,"Amador","75 - 79 years","Male",31,"rural"
2015,"Amador","95 - 99 years","Male",13,"rural"
2017,"Amador","15 - 19 years","Male",6,"rural"
2017,"Amador","15 - 19 years","Female",0,"rural"
2015,"Amador","5 - 9 years","Female",0,"rural"
2017,"Amador","5 - 9 years","Male",0,"rural"
2017,"Amador","1 - 4 years","Male",0,"rural"
2017,"Amador","95 - 99 years","Male",6,"rural"
2016,"Amador","90 - 94 years","Female",24,"rural"
2017,"Amador","75 - 79 years","Male",24,"rural"
2017,"Amador","10 - 14 years","Female",0,"rural"
2015,"Amador","90 - 94 years","Female",34,"rural"
2015,"Amador","75 - 79 years","Female",27,"rural"
2015,"Amador","65 - 69 years","Male",22,"rural"
2017,"Amador","100 years and over","Male",6,"rural"
2016,"Amador","40 - 44 years","Female",6,"rural"
2017,"Amador","65 - 69 years","Male",17,"rural"
2015,"Amador","5 - 9 years","Male",0,"rural"
2016,"Amador","55 - 59 years","Male",15,"rural"
2016,"Amador","1 - 4 years","Female",0,"rural"
2016,"Amador","15 - 19 years","Male",6,"rural"
2017,"Amador","55 - 59 years","Female",6,"rural"
2015,"Amador","45 - 49 years","Female",0,"rural"
2016,"Amador","95 - 99 years","Male",6,"rural"
2015,"Amador","10 - 14 years","Male",0,"rural"
2017,"Amador","45 - 49 years","Male",6,"rural"
2015,"Amador","35 - 39 years","Male",6,"rural"
2017,"Amador","Less than 1 year","Female",0,"rural"
2017,"Amador","80 - 84 years","Female",26,"rural"
2016,"Amador","95 - 99 years","Female",12,"rural"
2017,"Amador","70 - 74 years","Female",19,"rural"
2015,"Amador","Less than 1 year","Female",6,"rural"
2017,"Amador","5 - 9 years","Female",0,"rural"
2016,"Amador","10 - 14 years","Male",0,"rural"
2017,"Amador","70 - 74 years","Male",32,"rural"
2015,"Amador","55 - 59 years","Male",16,"rural"
2015,"Amador","85 - 89 years","Male",25,"rural"
2017,"Amador","90 - 94 years","Male",28,"rural"
2015,"Amador","80 - 84 years","Male",41,"rural"
2017,"Amador","85 - 89 years","Male",33,"rural"
2017,"Amador","90 - 94 years","Female",25,"rural"
2016,"Amador","65 - 69 years","Male",28,"rural"
2016,"Amador","60 - 64 years","Male",24,"rural"
2016,"Amador","15 - 19 years","Female",0,"rural"
2015,"Amador","15 - 19 years","Female",0,"rural"
2016,"Amador","60 - 64 years","Female",6,"rural"
2015,"Amador","80 - 84 years","Female",27,"rural"
2015,"Amador","20 - 24 years","Male",6,"rural"
2016,"Amador","80 - 84 years","Female",16,"rural"
2015,"Amador","1 - 4 years","Male",0,"rural"
2017,"Amador","25 - 29 years","Female",6,"rural"
2016,"Amador","35 - 39 years","Male",6,"rural"
2016,"Amador","85 - 89 years","Male",41,"rural"
2017,"Amador","60 - 64 years","Female",15,"rural"
2015,"Amador","40 - 44 years","Male",6,"rural"
2016,"Amador","100 years and over","Male",6,"rural"
2017,"Amador","85 - 89 years","Female",36,"rural"
2016,"Amador","25 - 29 years","Female",0,"rural"
2015,"Amador","60 - 64 years","Female",6,"rural"
2015,"Amador","25 - 29 years","Male",6,"rural"
2015,"Amador","40 - 44 years","Female",0,"rural"
2017,"Amador","50 - 54 years","Male",6,"rural"
2015,"Amador","65 - 69 years","Female",6,"rural"
2016,"Amador","10 - 14 years","Female",0,"rural"
2016,"Amador","20 - 24 years","Female",6,"rural"
2017,"Amador","50 - 54 years","Female",6,"rural"
2015,"Amador","60 - 64 years","Male",16,"rural"
2016,"Amador","40 - 44 years","Male",6,"rural"
2016,"Amador","70 - 74 years","Male",31,"rural"
2016,"Amador","Less than 1 year","Female",0,"rural"
2016,"Amador","1 - 4 years","Male",6,"rural"
2017,"Amador","20 - 24 years","Male",0,"rural"
2015,"Amador","Less than 1 year","Male",0,"rural"
2016,"Amador","75 - 79 years","Female",27,"rural"
2016,"Amador","5 - 9 years","Female",0,"rural"
2016,"Amador","100 years and over","Female",6,"rural"
2016,"Amador","80 - 84 years","Male",44,"rural"
2016,"Amador","90 - 94 years","Male",19,"rural"
2017,"Amador","95 - 99 years","Female",18,"rural"
2017,"Amador","30 - 34 years","Male",6,"rural"
2015,"Amador","95 - 99 years","Female",6,"rural"
2016,"Amador","5 - 9 years","Male",0,"rural"
2015,"Amador","20 - 24 years","Female",6,"rural"
2017,"Amador","1 - 4 years","Female",0,"rural"
2015,"Amador","55 - 59 years","Female",13,"rural"
2015,"Amador","30 - 34 years","Male",6,"rural"
2015,"Amador","1 - 4 years","Female",0,"rural"
2017,"Amador","20 - 24 years","Female",0,"rural"
2016,"Amador","50 - 54 years","Male",6,"rural"
2017,"Amador","25 - 29 years","Male",6,"rural"
2015,"Amador","85 - 89 years","Female",32,"rural"
2015,"Amador","75 - 79 years","Male",32,"rural"
2016,"Amador","20 - 24 years","Male",6,"rural"
2017,"Amador","75 - 79 years","Female",25,"rural"
2017,"Amador","100 years and over","Female",0,"rural"
2015,"Amador","50 - 54 years","Male",6,"rural"
2017,"Amador","30 - 34 years","Female",0,"rural"
2016,"Amador","45 - 49 years","Male",6,"rural"
2017,"Amador","40 - 44 years","Female",6,"rural"
2015,"Amador","50 - 54 years","Female",6,"rural"
2017,"Amador","80 - 84 years","Male",40,"rural"
2016,"Amador","55 - 59 years","Female",6,"rural"
2016,"Amador","35 - 39 years","Female",0,"rural"
2017,"Amador","35 - 39 years","Female",6,"rural"
2017,"Amador","55 - 59 years","Male",11,"rural"
2017,"Amador","40 - 44 years","Male",6,"rural"
2015,"Amador","100 years and over","Male",6,"rural"
2016,"Amador","85 - 89 years","Female",38,"rural"
2016,"Amador","25 - 29 years","Male",6,"rural"
2015,"Amador","45 - 49 years","Male",6,"rural"
2016,"Amador","30 - 34 years","Female",6,"rural"
2015,"Amador","70 - 74 years","Female",19,"rural"
2015,"Amador","25 - 29 years","Female",0,"rural"
2015,"Amador","100 years and over","Female",6,"rural"
2016,"Amador","50 - 54 years","Female",6,"rural"
2017,"Amador","65 - 69 years","Female",6,"rural"
2015,"Amador","90 - 94 years","Male",25,"rural"
2017,"Amador","10 - 14 years","Male",0,"rural"
2019,"Amador","1 - 4 years","Female",6,"rural"
2021,"Amador","100 years and over","Female",6,"rural"
2019,"Amador","85 - 89 years","Female",29,"rural"
2019,"Amador","10 - 14 years","Male",0,"rural"
2019,"Amador","50 - 54 years","Male",6,"rural"
2021,"Amador","35 - 39 years","Female",0,"rural"
2020,"Amador","1 - 4 years","Female",0,"rural"
2021,"Amador","40 - 44 years","Male",6,"rural"
2020,"Amador","75 - 79 years","Female",30,"rural"
2021,"Amador","80 - 84 years","Female",6,"rural"
2021,"Amador","10 - 14 years","Female",0,"rural"
2021,"Amador","90 - 94 years","Male",6,"rural"
2021,"Amador","95 - 99 years","Female",6,"rural"
2018,"Amador","60 - 64 years","Female",14,"rural"
2020,"Amador","100 years and over","Male",6,"rural"
2019,"Amador","25 - 29 years","Male",6,"rural"
